Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
2098late4,0.030844474211335182,0.13373488187789917,0.052362825721502304,0.04964190348982811,0.0722106397151947,0.04592319577932358,0.016010820865631104,0.11978121846914291,0.02156899869441986,0.27074873447418213,0.018084699288010597,0.06399548053741455,0.023903995752334595,0.09876523166894913,0.04962131008505821,0.04318908974528313,0.031367018818855286,0.06600087881088257,0.14136144518852234,0.14335401356220245,0.014724998734891415,0.055054135620594025,0.06660047173500061,0.04677007347345352,0.08407074213027954,0.15265409648418427,0.051207199692726135,0.07000967115163803,0.08352746069431305,0.16286137700080872,0.05357435345649719,0.14726033806800842,0.1208418756723404,0.05122026428580284,0.024806063622236252,0.014021867886185646,0.2845155894756317,0.08919816464185715,0.13230866193771362,0.24822047352790833,0.15948396921157837,0.2612214684486389,0.06942223012447357,0.26443859934806824,0.08203281462192535,0.14257463812828064,0.0953354462981224,0.0667572021484375,0.14305374026298523,0.05487460270524025,0.040652137249708176,0.028676318004727364,0.05917299538850784,0.06312891840934753,0.20040208101272583,0.08813688158988953,0.018793798983097076,0.08178014308214188,0.3322785496711731,0.10745247453451157,0.08475949615240097,0.0486864410340786,0.03169500082731247,0.14563755691051483,0.028930040076375008,0.017499055713415146,0.2726966440677643,0.21056850254535675,0.03606322035193443,0.043954998254776,0.074503093957901,0.02983631007373333,0.06906213611364365,0.03395645692944527,0.2990958094596863,0.11990141123533249,0.06464581191539764,0.1531943380832672,0.08062128722667694,0.05187864601612091,0.04763808846473694,0.13521736860275269,0.17941121757030487,0.1464880257844925,0.19144600629806519,0.12125907838344574,0.1370317041873932,0.03775769844651222,0.1094338595867157,0.020556168630719185,0.04834124445915222,0.011173341423273087,0.017632367089390755,0.11281227320432663,0.019139954820275307,0.02503375895321369,0.2389104664325714,0.29898372292518616,0.01768394187092781,0.1882450133562088,0.048768140375614166,0.06307259947061539,0.15068252384662628,0.11580319702625275,0.0630321130156517,0.03236859291791916,0.3482331335544586,0.21693465113639832,0.0405728779733181,0.13007298111915588,0.07951755821704865,0.04274171218276024,0.090436652302742,0.03268222138285637,0.036351874470710754,0.08533499389886856,0.044498369097709656,0.03558160737156868,0.029676783829927444,0.16082188487052917,0.07591423392295837,0.1849084049463272,0.05724065378308296,0.1462099701166153,0.023709528148174286,0.0493728406727314,0.25092950463294983,0.079271100461483
2076late6,0.04025896266102791,0.14300167560577393,0.060883328318595886,0.03818291053175926,0.08572342991828918,0.04774690046906471,0.023201437667012215,0.13326941430568695,0.018689919263124466,0.28140145540237427,0.02474386617541313,0.06545442342758179,0.03409992903470993,0.10483717173337936,0.05851712450385094,0.03894448280334473,0.05331650748848915,0.0680651068687439,0.15997977554798126,0.16565671563148499,0.018430856987833977,0.05811468884348869,0.0797467902302742,0.05259592458605766,0.1076056957244873,0.1768060326576233,0.06548582762479782,0.08141686767339706,0.09639081358909607,0.1584223210811615,0.08062417060136795,0.17136690020561218,0.1283806562423706,0.06607590615749359,0.05283934623003006,0.017147699370980263,0.2973780632019043,0.11340256780385971,0.1456560492515564,0.2550801932811737,0.18906381726264954,0.2660660743713379,0.08518344163894653,0.26687687635421753,0.10586021840572357,0.1510663777589798,0.0927414745092392,0.07555096596479416,0.18223579227924347,0.05990096926689148,0.04521186277270317,0.040119607001543045,0.08124186843633652,0.07833782583475113,0.21755805611610413,0.09007749706506729,0.02788635343313217,0.09971841424703598,0.3418879508972168,0.12367218732833862,0.11271326243877411,0.062422558665275574,0.04344761371612549,0.14934392273426056,0.03320447728037834,0.0207640640437603,0.30593550205230713,0.21601735055446625,0.059599511325359344,0.05237080901861191,0.07267740368843079,0.049022115767002106,0.08875460177659988,0.045278556644916534,0.3059028387069702,0.12572020292282104,0.06164517626166344,0.16126231849193573,0.08656901121139526,0.06335734575986862,0.05005728453397751,0.13527359068393707,0.18597184121608734,0.1434515118598938,0.20574279129505157,0.12107253074645996,0.14075034856796265,0.047437019646167755,0.12175371497869492,0.039207808673381805,0.05688019096851349,0.02616829052567482,0.017925377935171127,0.11600854247808456,0.029000088572502136,0.033006537705659866,0.2415659874677658,0.2968931794166565,0.04608866944909096,0.20583944022655487,0.05595270171761513,0.09983927756547928,0.15615664422512054,0.12769757211208344,0.06909250468015671,0.04783816263079643,0.3551337420940399,0.20818889141082764,0.04422751069068909,0.1315496265888214,0.0945158451795578,0.04550914838910103,0.09038306772708893,0.04167346656322479,0.05031539872288704,0.08542348444461823,0.05066707730293274,0.03903743997216225,0.04033000022172928,0.16737233102321625,0.07941415905952454,0.18610544502735138,0.07957778126001358,0.1573154777288437,0.0359753742814064,0.057111844420433044,0.2694947123527527,0.07945361733436584
2144disease7,0.0573221892118454,0.1613970845937729,0.07979238033294678,0.054602865129709244,0.11448497325181961,0.08111545443534851,0.02652953378856182,0.16613587737083435,0.03155629709362984,0.3005405366420746,0.036907847970724106,0.07878071814775467,0.04616750776767731,0.12351399660110474,0.07932882755994797,0.06216321513056755,0.06743814796209335,0.07883851230144501,0.17907585203647614,0.16576756536960602,0.03694646432995796,0.061050500720739365,0.08599019050598145,0.06894948333501816,0.12482111901044846,0.19261857867240906,0.07521311938762665,0.1014380231499672,0.13986410200595856,0.16333729028701782,0.10456538945436478,0.17654840648174286,0.15256208181381226,0.07999761402606964,0.04290452599525452,0.026579508557915688,0.31704825162887573,0.1225961297750473,0.14812196791172028,0.2758423388004303,0.18993958830833435,0.29905229806900024,0.10967817157506943,0.26657071709632874,0.12989825010299683,0.1816120594739914,0.12035135924816132,0.08218417316675186,0.2041216939687729,0.06898605078458786,0.08253965526819229,0.037885360419750214,0.08710635453462601,0.1024351567029953,0.21201655268669128,0.1149965301156044,0.04789813235402107,0.1272154450416565,0.33283597230911255,0.1354382485151291,0.11330758780241013,0.06330946832895279,0.05827656760811806,0.18232890963554382,0.046332165598869324,0.04324454069137573,0.3229920268058777,0.22945080697536469,0.08373644948005676,0.062158554792404175,0.0782330259680748,0.050312891602516174,0.0904279425740242,0.03949546813964844,0.30968165397644043,0.14218474924564362,0.08532999455928802,0.16201645135879517,0.0886421948671341,0.07805908471345901,0.0546698197722435,0.15220029652118683,0.1888803392648697,0.15358343720436096,0.22024735808372498,0.1201743632555008,0.19346916675567627,0.05794591084122658,0.11747600883245468,0.075316421687603,0.06337705999612808,0.014746504835784435,0.02967139706015587,0.12330856919288635,0.0492900051176548,0.05380580574274063,0.24926233291625977,0.29979342222213745,0.06983812153339386,0.20560383796691895,0.06093597412109375,0.1022331714630127,0.16670435667037964,0.1469392627477646,0.07318581640720367,0.06210464984178543,0.3662993907928467,0.21590052545070648,0.05368587747216225,0.139034241437912,0.10574279725551605,0.04452316462993622,0.126516193151474,0.05218399688601494,0.0648622214794159,0.10153475403785706,0.051507383584976196,0.04372826963663101,0.060002680867910385,0.16413848102092743,0.08457931876182556,0.18510951101779938,0.09348694980144501,0.16575373709201813,0.034144990146160126,0.058018721640110016,0.305002897977829,0.07349301129579544
2076late5,0.04078266769647598,0.14372383058071136,0.0633804127573967,0.04864780232310295,0.09943187236785889,0.06306890398263931,0.020391926169395447,0.12522941827774048,0.026645174250006676,0.28496289253234863,0.028319090604782104,0.08531182259321213,0.03602107986807823,0.11013314127922058,0.06707531213760376,0.04720205441117287,0.05846234783530235,0.05941703915596008,0.15954375267028809,0.16339369118213654,0.01859455555677414,0.05837380141019821,0.08434134721755981,0.061993274837732315,0.11268918216228485,0.17910553514957428,0.07731789350509644,0.08649909496307373,0.10047613829374313,0.16140201687812805,0.07815279811620712,0.1672399938106537,0.1351606845855713,0.06349572539329529,0.039331115782260895,0.017752164974808693,0.30073294043540955,0.10593654215335846,0.14763571321964264,0.262446790933609,0.18847835063934326,0.2780107855796814,0.0878341794013977,0.2677401304244995,0.11285310238599777,0.16356445848941803,0.09791923314332962,0.07176245003938675,0.1711348295211792,0.06551077216863632,0.04942192882299423,0.03241822123527527,0.07894159108400345,0.08110656589269638,0.21504758298397064,0.09930167347192764,0.0376197025179863,0.10984428226947784,0.32856443524360657,0.12920716404914856,0.10661187022924423,0.06303420662879944,0.047575123608112335,0.1551816463470459,0.03878985717892647,0.021294327452778816,0.31576985120773315,0.21318095922470093,0.06108040735125542,0.05273497477173805,0.07104849815368652,0.04997841268777847,0.0789509266614914,0.04546726122498512,0.3141367435455322,0.12560418248176575,0.06658342480659485,0.16087660193443298,0.09314579516649246,0.07252052426338196,0.052022065967321396,0.1544109433889389,0.19028545916080475,0.14667317271232605,0.21664386987686157,0.12517096102237701,0.16096735000610352,0.05221254378557205,0.12730054557323456,0.05260058864951134,0.05744224786758423,0.019459370523691177,0.02216757833957672,0.12135973572731018,0.03363702818751335,0.038609471172094345,0.24609725177288055,0.29579630494117737,0.04647752270102501,0.20821167528629303,0.049426231533288956,0.09368614107370377,0.15970797836780548,0.13285288214683533,0.07783693820238113,0.04319010302424431,0.3589668571949005,0.20838963985443115,0.045015640556812286,0.1314588189125061,0.09565231949090958,0.04863715171813965,0.10370583832263947,0.046029821038246155,0.05474853515625,0.0843447595834732,0.060050517320632935,0.03867541626095772,0.05240388587117195,0.16785427927970886,0.07847679406404495,0.18759767711162567,0.08138491958379745,0.1683744192123413,0.030402477830648422,0.06304224580526352,0.28254997730255127,0.06845027208328247
2044ready5,0.04039070010185242,0.12081194669008255,0.05140257254242897,0.032604049891233444,0.04851340129971504,0.042278703302145004,0.011615066789090633,0.11511106789112091,0.028775494545698166,0.26898711919784546,0.017443545162677765,0.05641689524054527,0.02340235561132431,0.0912824347615242,0.04464856535196304,0.036260057240724564,0.02968628518283367,0.06591777503490448,0.13866165280342102,0.12323366850614548,0.014948254451155663,0.053045544773340225,0.06381435692310333,0.04016895964741707,0.07224100828170776,0.13711567223072052,0.042494405061006546,0.061400752514600754,0.08076906204223633,0.16021455824375153,0.02817205898463726,0.13978609442710876,0.11636774241924286,0.05867861583828926,0.026184972375631332,0.014484015293419361,0.28103551268577576,0.07689142227172852,0.12031185626983643,0.24660897254943848,0.14381031692028046,0.254211962223053,0.07104375958442688,0.2629353702068329,0.07808110862970352,0.12910789251327515,0.09163165837526321,0.07081790268421173,0.1326621174812317,0.05205543711781502,0.03775081783533096,0.02684798650443554,0.05067187920212746,0.055761370807886124,0.20183804631233215,0.08028863370418549,0.01612902618944645,0.0710344910621643,0.32478001713752747,0.10477947443723679,0.06537065654993057,0.04829149320721626,0.02613426372408867,0.14193011820316315,0.02694762870669365,0.013951093889772892,0.2682919502258301,0.2083427757024765,0.025289978832006454,0.040866658091545105,0.07846914976835251,0.028906311839818954,0.05998009070754051,0.029787521809339523,0.282425194978714,0.11807455122470856,0.0671916976571083,0.1474113017320633,0.06530721485614777,0.04772074520587921,0.04432433843612671,0.1264643669128418,0.1665879338979721,0.1417125016450882,0.1774984747171402,0.11117321997880936,0.12335406988859177,0.032133713364601135,0.08340028673410416,0.0071452464908361435,0.04813959449529648,0.012442829087376595,0.01621650718152523,0.10241901129484177,0.015265017747879028,0.024019930511713028,0.23606140911579132,0.30255126953125,0.018659915775060654,0.17954766750335693,0.05121772363781929,0.050987787544727325,0.142415389418602,0.10397066175937653,0.05017084255814552,0.023937204852700233,0.34449753165245056,0.20777416229248047,0.03722710534930229,0.12200959771871567,0.07199035584926605,0.040828216820955276,0.08051400631666183,0.028025289997458458,0.029599608853459358,0.08433112502098083,0.03900715336203575,0.041357867419719696,0.029595710337162018,0.1425066739320755,0.05671396851539612,0.18342247605323792,0.04447849094867706,0.13352486491203308,0.018253114074468613,0.0429728701710701,0.23790304362773895,0.0564979612827301
2039ready13,0.04938396066427231,0.127549409866333,0.0549948513507843,0.03519507870078087,0.06650335341691971,0.045790597796440125,0.013993307016789913,0.12147414684295654,0.02940736897289753,0.27236539125442505,0.019144803285598755,0.07353148609399796,0.030382853001356125,0.1009882315993309,0.05218597874045372,0.039924439042806625,0.03812171518802643,0.06037293002009392,0.146397203207016,0.1367436945438385,0.015403889119625092,0.0535520501434803,0.07255393266677856,0.04298476129770279,0.08510997891426086,0.14743280410766602,0.05152247101068497,0.06544903665781021,0.08715315163135529,0.16156110167503357,0.04495083540678024,0.1418766975402832,0.1249198466539383,0.06959804147481918,0.027097070589661598,0.014561989344656467,0.2848886251449585,0.08943934738636017,0.1317254602909088,0.2574056088924408,0.16183672845363617,0.26372551918029785,0.075703926384449,0.26341181993484497,0.09126394987106323,0.14108404517173767,0.09535623341798782,0.07210346311330795,0.1478891223669052,0.05882207304239273,0.036198776215314865,0.03000847063958645,0.05419912561774254,0.06412364542484283,0.20032288134098053,0.08233357220888138,0.02373187243938446,0.08159816265106201,0.32599595189094543,0.10801895707845688,0.07472419738769531,0.049537044018507004,0.03183423727750778,0.14207006990909576,0.028983086347579956,0.015129364095628262,0.2782032787799835,0.20671574771404266,0.03085060603916645,0.041930314153432846,0.08379513770341873,0.034420404583215714,0.06764311343431473,0.034878671169281006,0.2938341498374939,0.12290727347135544,0.06748995184898376,0.15373021364212036,0.06907514482736588,0.050732165575027466,0.04734634980559349,0.12770985066890717,0.17516663670539856,0.1447490006685257,0.180336594581604,0.11247444152832031,0.13701413571834564,0.03508218005299568,0.09773461520671844,0.01957806572318077,0.05010031908750534,0.014730497263371944,0.019555654376745224,0.10552461445331573,0.018147919327020645,0.02749711275100708,0.23663659393787384,0.2996339797973633,0.01910410076379776,0.18281102180480957,0.052329376339912415,0.05902676284313202,0.14564895629882812,0.10575225204229355,0.05664374306797981,0.030651764944195747,0.351200670003891,0.21100804209709167,0.04245118424296379,0.1245550811290741,0.07679000496864319,0.04229563847184181,0.08811703324317932,0.03733796998858452,0.04262847825884819,0.08453996479511261,0.047189924865961075,0.03836246207356453,0.03613182529807091,0.14608611166477203,0.06352520734071732,0.18476656079292297,0.047198060899972916,0.15290021896362305,0.019458075985312462,0.05052327737212181,0.2445446401834488,0.05899714305996895
2039ready12,0.048054859042167664,0.1426205188035965,0.05822842940688133,0.03146418184041977,0.0682949498295784,0.04272277653217316,0.018632959574460983,0.13197061419487,0.020827343687415123,0.2817538380622864,0.02623213268816471,0.05487583205103874,0.038116976618766785,0.10041840374469757,0.058069903403520584,0.03654424846172333,0.047458190470933914,0.06720662117004395,0.15442827343940735,0.1442394107580185,0.01611393503844738,0.05464737489819527,0.07900342345237732,0.04975564032793045,0.09787721186876297,0.17032486200332642,0.05738464742898941,0.07115769386291504,0.09476771205663681,0.1544237732887268,0.0581536702811718,0.16243627667427063,0.1306873857975006,0.06514432281255722,0.04745965078473091,0.012548601254820824,0.29516512155532837,0.10798101127147675,0.14047646522521973,0.25885438919067383,0.18338973820209503,0.2651066780090332,0.08287876099348068,0.26756274700164795,0.10411771386861801,0.15268917381763458,0.09976382553577423,0.07386021316051483,0.17002394795417786,0.05543634295463562,0.04715723916888237,0.034312814474105835,0.07080736756324768,0.07384530454874039,0.2187773883342743,0.08695557713508606,0.030325783416628838,0.0954880341887474,0.3341379165649414,0.11212318390607834,0.09779132157564163,0.06044534593820572,0.042201243340969086,0.14882759749889374,0.033841803669929504,0.01633637398481369,0.2949993908405304,0.21518687903881073,0.05645713582634926,0.04704221338033676,0.07942423969507217,0.041771553456783295,0.08479027450084686,0.041634056717157364,0.2985273003578186,0.12391069531440735,0.05598720535635948,0.15626968443393707,0.06988024711608887,0.06632817536592484,0.0477558895945549,0.13152723014354706,0.18532578647136688,0.1432456225156784,0.19450289011001587,0.11062848567962646,0.14492091536521912,0.04112940654158592,0.1067601665854454,0.036020539700984955,0.05441681668162346,0.017841780558228493,0.01932094804942608,0.11038553714752197,0.0263249259442091,0.02149503491818905,0.24005231261253357,0.3012969493865967,0.02991284616291523,0.19518019258975983,0.056370727717876434,0.08518221229314804,0.14564353227615356,0.12680575251579285,0.053392503410577774,0.041617587208747864,0.35425519943237305,0.20888268947601318,0.04418133944272995,0.12663504481315613,0.08921226859092712,0.046352289617061615,0.09045392274856567,0.0439738892018795,0.04589695483446121,0.08550169318914413,0.044453199952840805,0.039589256048202515,0.03858547657728195,0.15359202027320862,0.07505907118320465,0.18429693579673767,0.06480298191308975,0.1360311210155487,0.030300991609692574,0.04798528179526329,0.2632921636104584,0.07268408685922623
2038ready3,0.04868028685450554,0.12753048539161682,0.05637021362781525,0.036937128752470016,0.0739365667104721,0.04751869663596153,0.013069549575448036,0.12520091235637665,0.02748057059943676,0.2803386449813843,0.020125487819314003,0.06377240270376205,0.03604021295905113,0.10203394293785095,0.05711258947849274,0.042678505182266235,0.035043634474277496,0.07255109399557114,0.15000608563423157,0.14102546870708466,0.014361260458827019,0.05311869457364082,0.07339221239089966,0.04294874519109726,0.09479226171970367,0.15435343980789185,0.055014677345752716,0.07049985229969025,0.08867134153842926,0.15964330732822418,0.05427121743559837,0.15230828523635864,0.12295148521661758,0.0754200741648674,0.02777470089495182,0.01928272470831871,0.28300291299819946,0.08877836912870407,0.13017168641090393,0.26200780272483826,0.1656835377216339,0.27189555764198303,0.07622748613357544,0.264093279838562,0.0951295793056488,0.14373071491718292,0.10037008672952652,0.07426981627941132,0.14639419317245483,0.05787355825304985,0.03363059088587761,0.02609073929488659,0.05393217131495476,0.06788704544305801,0.19920070469379425,0.08374407887458801,0.021870993077754974,0.08729387074708939,0.3346162438392639,0.11144427210092545,0.08305548131465912,0.04794600233435631,0.034573208540678024,0.1481214314699173,0.03095613233745098,0.01264830119907856,0.281740665435791,0.21072611212730408,0.039364077150821686,0.04732209071516991,0.08411379903554916,0.03560803085565567,0.06513257324695587,0.03726009279489517,0.292013555765152,0.12553584575653076,0.07086718082427979,0.15255990624427795,0.06676863133907318,0.056507110595703125,0.04826168343424797,0.12653528153896332,0.1747475415468216,0.1442626416683197,0.18713891506195068,0.11516235023736954,0.13991796970367432,0.03616224229335785,0.09994670003652573,0.027085641399025917,0.049675919115543365,0.01595274917781353,0.019896820187568665,0.10905972868204117,0.020780377089977264,0.026321498677134514,0.24016056954860687,0.3014211058616638,0.02159450389444828,0.18385697901248932,0.058806587010622025,0.05880609527230263,0.1468110978603363,0.11896134912967682,0.05837593972682953,0.032866138964891434,0.352640300989151,0.2135780304670334,0.04280603677034378,0.12823158502578735,0.0822843611240387,0.0421740785241127,0.09121708571910858,0.03675225377082825,0.04648635908961296,0.08539611846208572,0.04680723324418068,0.04208308085799217,0.031265802681446075,0.14769232273101807,0.06702278554439545,0.18507683277130127,0.05410224199295044,0.153670996427536,0.021733803674578667,0.05328458547592163,0.2479696422815323,0.06362079828977585
2063ready6,0.04459527134895325,0.1310090720653534,0.055291760712862015,0.032961271703243256,0.06639108806848526,0.05175534635782242,0.014687287621200085,0.12594382464885712,0.0291375033557415,0.27793699502944946,0.020726855844259262,0.06320203095674515,0.028605038300156593,0.1004284992814064,0.05512607470154762,0.03947759047150612,0.03834940493106842,0.06698208302259445,0.15158432722091675,0.1351618766784668,0.014306140132248402,0.05222474783658981,0.07046269625425339,0.04329674690961838,0.08643871545791626,0.15407225489616394,0.049643922597169876,0.06630038470029831,0.08643851429224014,0.16222907602787018,0.043588943779468536,0.15233564376831055,0.12432590872049332,0.06273224204778671,0.02860630676150322,0.014843268319964409,0.2869795560836792,0.08805759251117706,0.12884853780269623,0.2653904855251312,0.16496866941452026,0.26743870973587036,0.07910420000553131,0.26521816849708557,0.09004801511764526,0.14093083143234253,0.09203249961137772,0.07435043156147003,0.15200798213481903,0.061933450400829315,0.04197179898619652,0.02698986791074276,0.05649010092020035,0.06542237102985382,0.20667648315429688,0.08468148857355118,0.023853328078985214,0.08362635225057602,0.3295811414718628,0.1092144176363945,0.07943160086870193,0.05216521397233009,0.03242594376206398,0.14545108377933502,0.030564680695533752,0.01612246222794056,0.28165316581726074,0.21046195924282074,0.03338414058089256,0.04545057192444801,0.08503973484039307,0.03855423256754875,0.06471056491136551,0.036425430327653885,0.2901323139667511,0.12037821114063263,0.06781565397977829,0.14884036779403687,0.07208216935396194,0.05613699182868004,0.04692867025732994,0.13185793161392212,0.1780238002538681,0.1445600539445877,0.18417277932167053,0.11442113667726517,0.13210394978523254,0.035183269530534744,0.09750377386808395,0.01582811027765274,0.05213433876633644,0.014383938163518906,0.01817595399916172,0.1074330285191536,0.01878965087234974,0.021031560376286507,0.23588618636131287,0.3005542457103729,0.02223256044089794,0.19021198153495789,0.05465748533606529,0.0646517425775528,0.14281882345676422,0.10824102908372879,0.054922305047512054,0.03262323513627052,0.3536570072174072,0.2121635377407074,0.042247623205184937,0.1247667744755745,0.07953295856714249,0.04111829772591591,0.09379468113183975,0.03551167994737625,0.03503553196787834,0.08544902503490448,0.047600727528333664,0.042056597769260406,0.036626383662223816,0.14529968798160553,0.0629403367638588,0.1852448284626007,0.056799519807100296,0.14456410706043243,0.023025261238217354,0.05195886269211769,0.24774982035160065,0.060207657516002655
2144disease1,0.03398192673921585,0.14544907212257385,0.07022050023078918,0.049578286707401276,0.08339028805494308,0.058329399675130844,0.019504008814692497,0.12434021383523941,0.021682707592844963,0.28265777230262756,0.02607213333249092,0.06917375326156616,0.03061586432158947,0.10342218726873398,0.06310975551605225,0.05643169954419136,0.039268288761377335,0.05970577150583267,0.16504499316215515,0.14825628697872162,0.022549180313944817,0.05525917932391167,0.07351555675268173,0.06290552020072937,0.10898411273956299,0.16307106614112854,0.06542205065488815,0.08526400476694107,0.11765465140342712,0.16233257949352264,0.07122282683849335,0.15304428339004517,0.137688547372818,0.05926324427127838,0.032514799386262894,0.01582026295363903,0.3007456660270691,0.10929551720619202,0.13951778411865234,0.26277801394462585,0.15837612748146057,0.28316885232925415,0.08733883500099182,0.265476793050766,0.09332739561796188,0.15911567211151123,0.10938824713230133,0.06651052832603455,0.16729922592639923,0.0566282719373703,0.05176667124032974,0.023705067113041878,0.07072164863348007,0.08013496547937393,0.2050645351409912,0.09173498302698135,0.029011327773332596,0.09093786031007767,0.32829681038856506,0.11571528762578964,0.08524207770824432,0.05007648840546608,0.03897000849246979,0.16796037554740906,0.040377289056777954,0.023574234917759895,0.2879059314727783,0.22122669219970703,0.054893944412469864,0.05345141515135765,0.05592774972319603,0.045075491070747375,0.07150257378816605,0.02289564535021782,0.29961416125297546,0.13355590403079987,0.061637718230485916,0.15722359716892242,0.08758697658777237,0.05505753681063652,0.05023481324315071,0.13351507484912872,0.1728232204914093,0.1606915444135666,0.19003205001354218,0.11243993043899536,0.15864185988903046,0.05016526207327843,0.10693202912807465,0.033094070851802826,0.055323753505945206,0.009316912852227688,0.02021963521838188,0.11778052151203156,0.03417135775089264,0.0376451350748539,0.23283977806568146,0.30172625184059143,0.03117837943136692,0.18975718319416046,0.050338778644800186,0.07258383929729462,0.16301661729812622,0.12385157495737076,0.06513824313879013,0.036142636090517044,0.35843464732170105,0.21162831783294678,0.04648233577609062,0.13815394043922424,0.09454366564750671,0.039744600653648376,0.11002672463655472,0.041477933526039124,0.04527284950017929,0.09490836411714554,0.03576596826314926,0.03313860669732094,0.05374295637011528,0.15892274677753448,0.07245031744241714,0.1841062307357788,0.07890481501817703,0.15018513798713684,0.022741643711924553,0.044669993221759796,0.2723511755466461,0.07642366737127304
